Date,Bey,ELO,match_id,MatchIndex
2026-01-04,GolemRock,1078.94,203,15
2026-01-04,GolemRock,1094.23,209,16
2026-01-04,GolemRock,1114.61,212,17
2026-01-04,GolemRock,1086.46,219,18
2026-01-04,GolemRock,1092.4,220,19
2026-01-04,GolemRock,1108.28,221,20
2026-01-30,GolemRock,981.12,247,21
2026-01-30,GolemRock,1115.41,270,22
2026-02-11,GolemRock,1096.21,284,23
2026-02-11,GolemRock,1079.87,289,24
2026-02-13,GolemRock,1069.41,333,25
2026-02-26,GolemRock,1060.23,345,26
2026-02-26,GolemRock,1076.22,354,27
2026-02-26,GolemRock,1083.64,375,28
2026-03-01,GolemRock,1075.14,414,29
2026-03-01,GolemRock,1081.43,416,30
2026-02-26,HellsBrave,1000.0,0,0
2026-02-26,HellsBrave,986.88,380,1
2026-02-26,HellsBrave,1020.22,382,2
2026-02-26,HellsBrave,1037.5,388,3
2025-09-07,HellsChain,1000.0,0,0
2025-09-07,HellsChain,988.61,10,1
2025-11-12,HellsChain,1011.81,34,2
2025-11-12,HellsChain,996.07,50,3
2025-12-02,HellsChain,980.67,82,4
2025-12-02,HellsChain,996.81,97,5
2025-12-27,HellsChain,976.48,135,6
2025-12-27,HellsChain,996.07,146,7
2025-12-27,HellsChain,978.66,154,8
2026-01-04,HellsChain,1003.16,179,9
2026-01-04,HellsChain,1020.79,194,10
2026-01-04,HellsChain,1008.04,202,11
2026-01-04,HellsChain,1001.51,206,12
2026-01-30,HellsChain,1016.0,248,13
2026-01-30,HellsChain,985.04,252,14
2026-01-30,HellsChain,1011.04,257,15
2026-02-11,HellsChain,1023.38,273,16
2026-02-11,HellsChain,1009.58,297,17
2026-02-13,HellsChain,1020.49,320,18
2026-02-26,HellsChain,1006.37,337,19
2026-02-26,HellsChain,994.17,363,20
2026-02-26,HellsChain,1008.79,366,21
2026-03-01,HellsChain,1017.13,394,22
2026-03-01,HellsChain,1030.32,397,23
2025-09-07,HellsHammer,1000.0,0,0
2025-09-07,HellsHammer,989.35,6,1
2025-11-12,HellsHammer,960.45,49,2
2025-12-02,HellsHammer,938.18,79,3
2025-12-02,HellsHammer,915.9,101,4
2025-12-27,HellsHammer,897.15,124,5
2025-09-07,HellsReaper,1000.0,0,0
2025-09-07,HellsReaper,988.61,5,1
2025-11-12,HellsReaper,969.59,43,2
2025-12-02,HellsReaper,949.46,74,3
2025-12-02,HellsReaper,930.73,97,4
2025-12-27,HellsReaper,953.94,123,5
2025-12-27,HellsReaper,968.34,149,6
2025-12-27,HellsReaper,986.65,154,7
2025-12-27,HellsReaper,996.47,159,8
2025-12-27,HellsReaper,1014.24,167,9
2025-12-27,HellsReaper,1004.29,171,10
2026-01-04,HellsReaper,1024.5,180,11
2026-01-04,HellsReaper,1006.01,195,12
2026-01-30,HellsReaper,1016.39,262,13
2026-02-11,HellsReaper,1003.9,281,14
2026-02-11,HellsReaper,1015.28,296,15
2026-02-13,HellsReaper,1000.27,326,16
2026-02-26,HellsReaper,992.44,343,17
2026-02-26,HellsReaper,1007.0,357,18
2026-02-26,HellsReaper,996.23,372,19
2026-03-01,HellsReaper,1005.13,403,20
2026-03-01,HellsReaper,997.27,406,21
2025-09-07,ImpactDrake,1000.0,0,0
2025-09-07,ImpactDrake,1010.65,4,1
2025-09-07,ImpactDrake,1037.05,18,2
2025-09-07,ImpactDrake,1063.12,25,3
2025-09-07,ImpactDrake,1081.02,29,4
2025-09-07,ImpactDrake,1116.52,31,5
2025-11-12,ImpactDrake,1125.29,32,6
2025-11-12,ImpactDrake,1133.35,48,7
2025-11-12,ImpactDrake,1109.19,56,8
2025-12-02,ImpactDrake,1123.51,68,9
2025-12-02,ImpactDrake,1104.76,86,10
2025-12-11,ImpactDrake,1112.39,109,11
2025-12-11,ImpactDrake,1125.82,111,12
2025-12-11,ImpactDrake,1137.52,116,13
2025-12-11,ImpactDrake,1146.66,118,14
2025-12-27,ImpactDrake,1123.49,129,15
2025-12-27,ImpactDrake,1107.32,144,16
2026-01-04,ImpactDrake,1121.96,188,17
2026-01-04,ImpactDrake,1128.18,199,18
2026-01-04,ImpactDrake,1115.91,204,19
2026-01-04,ImpactDrake,1122.24,207,20
2026-01-04,ImpactDrake,1112.08,208,21
2026-01-30,ImpactDrake,984.0,227,22
2026-01-30,ImpactDrake,1121.15,271,23
2026-02-11,ImpactDrake,1134.37,282,24
2026-02-11,ImpactDrake,1122.27,288,25
2026-02-11,ImpactDrake,1010.17,311,26
2026-02-13,ImpactDrake,1131.86,333,27
2026-02-26,ImpactDrake,1137.1,347,28
2026-02-26,ImpactDrake,1125.35,352,29
2026-02-26,ImpactDrake,1129.06,378,30
2026-03-01,ImpactDrake,1136.44,410,31
2026-03-01,ImpactDrake,1126.14,419,32
2025-11-12,KnightMail,1000.0,0,0
2025-11-12,KnightMail,1018.6,39,1
2025-11-12,KnightMail,1045.01,57,2
2025-11-12,KnightMail,1026.96,61,3
2025-12-02,KnightMail,1049.3,72,4
2025-12-02,KnightMail,1026.99,90,5
2025-12-11,KnightMail,1010.66,108,6
2025-12-11,KnightMail,1028.09,112,7
2025-12-11,KnightMail,1012.06,115,8
2025-12-11,KnightMail,1025.84,117,9
2025-12-27,KnightMail,1043.8,130,10
2025-12-27,KnightMail,1024.85,142,11
2025-12-27,KnightMail,1008.59,155,12
2026-01-04,KnightMail,996.33,187,13
2026-01-30,KnightMail,1012.49,263,14
2026-02-11,KnightMail,1024.43,280,15
2026-02-11,KnightMail,1011.82,294,16
2026-02-13,KnightMail,1003.73,325,17
2026-02-26,KnightMail,1012.19,343,18
2026-02-26,KnightMail,1022.65,356,19
2026-02-26,KnightMail,1035.09,374,20
2026-03-01,KnightMail,1049.58,401,21
2026-03-01,KnightMail,1038.01,409,22
2025-09-07,LeonClaw,1000.0,0,0
2025-09-07,LeonClaw,984.0,8,1
2025-11-12,LeonClaw,973.82,48,2
2025-12-02,LeonClaw,1000.38,80,3
2025-12-02,LeonClaw,1020.02,90,4
2025-12-27,LeonClaw,1005.82,127,5
2025-12-27,LeonClaw,991.12,141,6
2025-12-27,LeonClaw,1006.38,151,7
2025-12-27,LeonClaw,1027.48,162,8
2025-12-27,LeonClaw,1018.17,168,9
2026-01-04,LeonClaw,1001.13,184,10
2026-01-30,LeonClaw,984.0,246,11
2026-01-30,LeonClaw,1012.86,261,12
2026-02-11,LeonClaw,1023.51,276,13
2026-02-11,LeonClaw,1031.38,300,14
2026-02-13,LeonClaw,958.28,312,15
2026-02-13,LeonClaw,1043.89,322,16
2026-02-26,LeonClaw,1028.82,336,17
2026-02-26,LeonClaw,1037.78,360,18
2026-02-26,LeonClaw,1023.55,365,19
2026-03-01,LeonClaw,1034.96,391,20
2026-03-01,LeonClaw,1021.51,397,21
2025-09-07,LeonCrest,1000.0,0,0
2025-09-07,LeonCrest,989.35,4,1
2025-11-12,LeonCrest,970.47,37,2
2025-12-02,LeonCrest,948.18,71,3
2025-12-02,LeonCrest,972.02,94,4
2025-12-11,LeonCrest,960.54,104,5
2025-12-27,LeonCrest,976.55,131,6
2025-12-27,LeonCrest,989.26,141,7
2025-12-27,LeonCrest,999.09,160,8
2025-12-27,LeonCrest,1016.28,170,9
2025-12-27,LeonCrest,1036.93,172,10
2025-12-27,LeonCrest,1063.82,175,11
2026-01-04,LeonCrest,1035.95,180,12
2026-01-30,LeonCrest,984.0,248,13
2026-01-30,LeonCrest,1054.42,268,14
2026-02-11,LeonCrest,1038.72,285,15
2026-02-11,LeonCrest,1057.95,289,16
2026-02-13,LeonCrest,1016.35,315,17
2026-02-13,LeonCrest,1004.86,317,18
2026-02-13,LeonCrest,983.8,318,19
2026-02-13,LeonCrest,1073.74,330,20
2026-02-26,LeonCrest,1091.19,348,21
2026-02-26,LeonCrest,1101.67,351,22
2026-02-26,LeonCrest,1085.27,379,23
2026-03-01,LeonCrest,1063.65,411,24
2026-03-01,LeonCrest,1073.29,419,25
2025-11-12,PegasusBlast,1000.0,0,0
2025-11-12,PegasusBlast,986.68,41,1
2025-12-02,PegasusBlast,953.14,77,2
2025-12-02,PegasusBlast,933.72,99,3
2025-12-27,PegasusBlast,915.06,126,4
2026-01-04,PegasusBlast,898.94,217,5
2026-01-04,PegasusBlast,915.35,218,6
2026-01-30,PegasusBlast,1011.39,226,7
2026-01-30,PegasusBlast,985.24,233,8
2025-09-07,PerseusDark,1000.0,0,0
2025-09-07,PerseusDark,1018.88,13,1
2025-09-07,PerseusDark,993.85,23,2
2025-11-12,PerseusDark,961.4,39,3
2025-12-02,PerseusDark,944.37,68,4
2025-12-02,PerseusDark,959.88,100,5
2025-12-27,PerseusDark,981.19,135,6
2025-12-27,PerseusDark,966.78,139,7
2025-12-27,PerseusDark,985.05,157,8
2025-12-27,PerseusDark,971.66,159,9
2026-01-04,PerseusDark,990.48,183,10
2026-01-04,PerseusDark,975.62,196,11
2026-01-30,PerseusDark,1015.04,245,12
2026-01-30,PerseusDark,994.97,251,13
2026-01-30,PerseusDark,987.79,264,14
2026-02-11,PerseusDark,977.43,279,15
2026-02-11,PerseusDark,993.26,292,16
2026-02-13,PerseusDark,1009.9,326,17
2026-02-26,PerseusDark,1023.08,344,18
2026-02-26,PerseusDark,1005.97,355,19
2026-02-26,PerseusDark,992.55,374,20
2026-02-26,PerseusDark,981.07,389,21
2026-03-01,PerseusDark,969.87,400,22
2026-03-01,PerseusDark,979.97,408,23
2025-09-07,PhoenixRudder,1000.0,0,0
2025-09-07,PhoenixRudder,1011.39,16,1
2025-09-07,PhoenixRudder,1029.53,24,2
2025-09-07,PhoenixRudder,1011.04,28,3
2025-11-12,PhoenixRudder,992.03,36,4
2025-12-02,PhoenixRudder,979.15,70,5
2025-12-02,PhoenixRudder,989.41,102,6
2025-12-11,PhoenixRudder,981.37,109,7
2025-12-27,PhoenixRudder,966.49,130,8
2025-12-27,PhoenixRudder,952.22,148,9
2025-09-07,PhoenixWing,1000.0,0,0
2025-09-07,PhoenixWing,1010.65,11,1
2025-09-07,PhoenixWing,1029.77,22,2
2025-09-07,PhoenixWing,1005.39,27,3
2025-11-12,PhoenixWing,987.54,34,4
2025-12-02,PhoenixWing,1002.15,76,5
2025-12-02,PhoenixWing,991.59,89,6
2025-12-11,PhoenixWing,1005.57,107,7
2025-12-11,PhoenixWing,988.56,112,8
2025-12-27,PhoenixWing,970.99,134,9
2025-12-27,PhoenixWing,990.34,144,10
2025-12-27,PhoenixWing,1005.34,155,11
2025-12-27,PhoenixWing,991.13,158,12
2026-01-04,PhoenixWing,1005.31,216,13
2026-01-04,PhoenixWing,1027.61,219,14
2026-01-30,PhoenixWing,1013.12,229,15
2026-01-30,PhoenixWing,1036.88,235,16
2026-01-30,PhoenixWing,1010.38,238,17
2026-01-30,PhoenixWing,988.28,239,18
2026-01-30,PhoenixWing,1008.55,263,19
2026-02-11,PhoenixWing,994.6,277,20
2026-02-11,PhoenixWing,983.97,295,21
2026-02-11,PhoenixWing,975.48,310,22
2026-02-13,PhoenixWing,963.72,314,23
2026-02-13,PhoenixWing,972.61,329,24
2026-02-26,PhoenixWing,962.09,340,25
2026-02-26,PhoenixWing,947.17,358,26
2026-02-26,PhoenixWing,961.55,372,27
2026-03-01,PhoenixWing,970.4,402,28
2026-03-01,PhoenixWing,962.22,408,29
2025-09-07,RhinoReaper,1000.0,0,0
2025-09-07,RhinoReaper,984.0,15,1
2025-11-12,RhinoReaper,1005.26,46,2
2025-11-12,RhinoReaper,1023.94,55,3
2025-11-12,RhinoReaper,1046.44,63,4
2025-11-12,RhinoReaper,1064.59,65,5
2025-11-12,RhinoReaper,1052.08,66,6
2025-12-02,RhinoReaper,1058.85,73,7
2025-12-02,RhinoReaper,1073.44,91,8
2025-12-27,RhinoReaper,1060.73,122,9
2025-12-27,RhinoReaper,1048.26,143,10
2025-12-27,RhinoReaper,1032.57,157,11
2026-01-04,RhinoReaper,1015.52,186,12
2026-01-30,RhinoReaper,1001.02,260,13
2026-02-11,RhinoReaper,1013.73,274,14
2026-02-11,RhinoReaper,1028.21,299,15
2026-02-13,RhinoReaper,1020.43,323,16
2026-02-26,RhinoReaper,1010.08,335,17
2026-02-26,RhinoReaper,1022.85,364,18
2026-02-26,RhinoReaper,1035.4,365,19
2026-03-01,RhinoReaper,1026.07,394,20
2026-03-01,RhinoReaper,1015.18,396,21
2025-09-07,SamuraiSaber,1000.0,0,0
2025-09-07,SamuraiSaber,988.61,2,1
2025-11-12,SamuraiSaber,961.31,45,2
2025-12-02,SamuraiSaber,936.05,83,3
2025-12-02,SamuraiSaber,917.4,102,4
2025-12-11,SamuraiSaber,904.61,110,5
2025-12-27,SamuraiSaber,881.86,123,6
2026-01-04,SamuraiSaber,876.27,185,7
2026-01-04,SamuraiSaber,861.57,218,8
2026-01-30,SamuraiSaber,1018.88,228,9
2026-01-30,SamuraiSaber,1052.63,234,10
2026-01-30,SamuraiSaber,1014.0,237,11
2026-01-30,SamuraiSaber,1039.37,239,12
2026-02-13,SamuraiSaber,1008.33,313,13
2025-09-07,ScorpioSpear,1000.0,0,0
2025-09-07,ScorpioSpear,988.61,16,1
2025-11-12,ScorpioSpear,1007.63,43,2
2025-11-12,ScorpioSpear,1025.76,54,3
2025-11-12,ScorpioSpear,1003.24,62,4
2025-12-02,ScorpioSpear,991.03,69,5
2025-12-02,ScorpioSpear,1008.44,101,6
2025-12-11,ScorpioSpear,1021.3,108,7
2025-12-27,ScorpioSpear,1040.2,129,8
2025-12-27,ScorpioSpear,1029.51,140,9
2025-12-27,ScorpioSpear,1039.99,156,10
2025-12-27,ScorpioSpear,1053.72,158,11
2025-12-27,ScorpioSpear,1033.36,166,12
2026-01-04,ScorpioSpear,1047.65,222,13
2026-01-30,ScorpioSpear,1018.88,243,14
2026-01-30,ScorpioSpear,1046.5,250,15
2026-01-30,ScorpioSpear,1067.82,253,16
2026-01-30,ScorpioSpear,1102.75,256,17
2026-01-30,ScorpioSpear,1033.99,269,18
2026-02-11,ScorpioSpear,1049.07,284,19
2026-02-11,ScorpioSpear,1066.65,287,20
2026-02-13,ScorpioSpear,1084.33,331,21
2026-02-26,ScorpioSpear,1092.32,349,22
2026-02-26,ScorpioSpear,1068.14,350,23
2026-02-26,ScorpioSpear,1080.04,379,24
2026-03-01,ScorpioSpear,1070.32,410,25
2026-03-01,ScorpioSpear,1062.61,418,26
2025-09-07,SharkEdge,1000.0,0,0
2025-09-07,SharkEdge,981.12,12,1
2025-11-12,SharkEdge,1009.3,47,2
2025-11-12,SharkEdge,989.29,55,3
2025-12-02,SharkEdge,975.78,75,4
2025-12-02,SharkEdge,994.37,98,5
2025-12-11,SharkEdge,1004.74,110,6
2025-12-11,SharkEdge,1021.2,114,7
2025-12-11,SharkEdge,1033.57,115,8
2025-12-11,SharkEdge,1025.88,118,9
2025-12-27,SharkEdge,1035.17,133,10
2025-12-27,SharkEdge,1049.73,142,11
2025-12-27,SharkEdge,1036.71,165,12
2026-01-04,SharkEdge,1020.92,183,13
2026-01-04,SharkEdge,1006.98,213,14
2026-01-30,SharkEdge,984.0,232,15
2026-01-30,SharkEdge,1016.54,258,16
2026-02-11,SharkEdge,1002.05,272,17
2026-02-11,SharkEdge,992.87,300,18
2026-02-11,SharkEdge,973.02,308,19
2026-02-13,SharkEdge,986.61,324,20
2026-02-26,SharkEdge,997.52,335,21
2026-02-26,SharkEdge,1009.85,363,22
2026-02-26,SharkEdge,1018.26,367,23
2026-03-01,SharkEdge,1008.16,392,24
2026-03-01,SharkEdge,1001.06,398,25
2026-01-04,SharkScale,1000.0,0,0
2026-01-04,SharkScale,1011.99,177,1
2026-01-04,SharkScale,1044.71,184,2
2026-01-04,SharkScale,1023.71,197,3
2026-01-04,SharkScale,1046.5,213,4
2026-01-04,SharkScale,1029.3,215,5
2026-01-30,SharkScale,1016.0,232,6
2026-01-30,SharkScale,1052.85,236,7
2026-01-30,SharkScale,1082.4,238,8
2026-01-30,SharkScale,1053.08,240,9
2026-01-30,SharkScale,1047.3,265,10
2026-02-11,SharkScale,1060.67,279,11
2026-02-11,SharkScale,1079.1,294,12
2026-02-11,SharkScale,1091.89,307,13
2026-02-13,SharkScale,1074.49,328,14
2026-02-26,SharkScale,1086.67,340,15
2026-02-26,SharkScale,1095.95,359,16
2026-02-26,SharkScale,1106.06,370,17
2026-03-01,SharkScale,1121.17,404,18
