MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0623,2026-05-10,DranDagger,TyrannoRoar,5,0,qualification,S3,,,DoubleXtreme
M0624,2026-05-10,ClockMirage,MeteorDragoon,3,4,qualification,S3,,,DoubleXtreme
M0625,2026-05-10,SamuraiSaber,TriceraPress,0,4,qualification,S3,,,DoubleXtreme
M0626,2026-05-10,SamuraiSteel,WolfHunt,0,4,qualification,S3,,,DoubleXtreme
M0627,2026-05-10,DranDagger,MeteorDragoon,4,3,qualification,S3,,,DoubleXtreme
M0628,2026-05-10,TriceraPress,WolfHunt,4,3,qualification,S3,,,DoubleXtreme
M0629,2026-05-10,MeteorDragoon,WolfHunt,2,4,qualification,S3,,,DoubleXtreme
M0630,2026-05-10,DranDagger,TriceraPress,6,7,qualification,S3,,,DoubleXtreme
M0631,2026-05-22,WhaleWave,TyrannoRoar,2,4,qualification,S3,,,Xtreme
M0632,2026-05-22,GhostCircle,PegasusBlast,4,0,qualification,S3,,,Xtreme
M0633,2026-05-22,CrimsonGaruda,SamuraiSaber,3,4,qualification,S3,,,Xtreme
M0634,2026-05-22,GhostCircle,TyrannoRoar,3,4,qualification,S3,,,Xtreme
M0635,2026-05-22,SamuraiSaber,PegasusBlast,4,2,qualification,S3,,,Xtreme
M0636,2026-05-22,WhaleWave,CrimsonGaruda,2,4,qualification,S3,,,Xtreme
M0637,2026-05-22,WolfHunt,SolEclipse,5,3,qualification,S3,,,Xtreme
M0638,2026-05-22,PhoenixFlare,WhaleFlame,4,0,qualification,S3,,,Xtreme
M0639,2026-05-22,UnicornSting,TyrannoBeat,4,0,qualification,S3,,,Xtreme
M0640,2026-05-22,WolfHunt,PhoenixFlare,2,6,qualification,S3,,,Xtreme
M0641,2026-05-22,UnicornSting,SolEclipse,4,0,qualification,S3,,,Xtreme
M0642,2026-05-22,WhaleFlame,TyrannoBeat,4,2,qualification,S3,,,Xtreme
M0643,2026-05-22,ShelterDrake,EmperorMight,4,0,qualification,S3,,,Xtreme
M0644,2026-05-22,MeteorDragoon,DranBuster,5,0,qualification,S3,,,Xtreme
M0645,2026-05-22,ClockMirage,WizardArrow,5,2,qualification,S3,,,Xtreme
M0646,2026-05-22,ShelterDrake,MeteorDragoon,4,2,qualification,S3,,,Xtreme
M0647,2026-05-22,ClockMirage,EmperorMight,4,0,qualification,S3,,,Xtreme
M0648,2026-05-22,DranBuster,WizardArrow,5,2,qualification,S3,,,Xtreme
M0649,2026-05-22,SamuraiCalibur,DranDagger,1,5,qualification,S3,,,Xtreme
M0650,2026-05-22,SamuraiSteel,WizardRod,5,0,qualification,S3,,,Xtreme
M0651,2026-05-22,CobaltDrake,BlackShell,3,4,qualification,S3,,,Xtreme
M0652,2026-05-22,SamuraiSteel,DranDagger,4,3,qualification,S3,,,Xtreme
M0653,2026-05-22,BlackShell,WizardRod,4,0,qualification,S3,,,Xtreme
M0654,2026-05-22,SamuraiCalibur,CobaltDrake,0,4,qualification,S3,,,Xtreme
M0655,2026-05-22,WhaleWave,EmperorMight,0,4,qualification,S3,,,DropAttack
M0656,2026-05-22,TyrannoBeat,SamuraiCalibur,4,0,qualification,S3,,,DropAttack
M0657,2026-05-22,WizardRod,WizardArrow,4,2,qualification,S3,,,DropAttack
M0658,2026-05-22,PegasusBlast,SolEclipse,4,2,qualification,S3,,,DropAttack
M0659,2026-05-22,EmperorMight,TyrannoBeat,0,4,qualification,S3,,,DropAttack
M0660,2026-05-22,WizardRod,PegasusBlast,4,2,qualification,S3,,,DropAttack
M0661,2026-05-22,EmperorMight,PegasusBlast,2,4,qualification,S3,,,DropAttack
M0662,2026-05-22,TyrannoBeat,WizardRod,8,2,qualification,S3,,,DropAttack
M0663,2026-05-22,TyrannoRoar,DranDagger,1,5,qualification,S3,,,Xtreme
M0664,2026-05-22,WhaleFlame,ShelterDrake,0,4,qualification,S3,,,Xtreme
M0665,2026-05-22,GhostCircle,BlackShell,0,4,qualification,S3,,,Xtreme
M0666,2026-05-22,UnicornSting,MeteorDragoon,0,5,qualification,S3,,,Xtreme
M0667,2026-05-22,DranDagger,ShelterDrake,4,2,qualification,S3,,,Xtreme
M0668,2026-05-22,BlackShell,MeteorDragoon,2,5,qualification,S3,,,Xtreme
M0669,2026-05-22,DranDagger,MeteorDragoon,8,4,qualification,S3,,,Xtreme
M0670,2026-05-22,SamuraiSaber,CobaltDrake,2,4,qualification,S3,,,Xtreme
M0671,2026-05-22,WolfHunt,ClockMirage,2,4,qualification,S3,,,Xtreme
M0672,2026-05-22,CrimsonGaruda,SamuraiSteel,4,0,qualification,S3,,,Xtreme
M0673,2026-05-22,PhoenixFlare,DranBuster,1,5,qualification,S3,,,Xtreme
M0674,2026-05-22,CobaltDrake,ClockMirage,4,0,qualification,S3,,,Xtreme
M0675,2026-05-22,CrimsonGaruda,DranBuster,0,4,qualification,S3,,,Xtreme
M0676,2026-05-22,CobaltDrake,DranBuster,3,8,qualification,S3,,,Xtreme
M0677,2026-06-07,TyrannoBeat,LeonClaw,0,5,season,S3,4,1,Xtreme
M0678,2026-06-07,TriceraPress,HellsHammer,3,4,season,S3,4,1,Xtreme
M0679,2026-06-07,DranDagger,DranBuster,4,2,season,S3,4,1,Xtreme
M0680,2026-06-07,PhoenixRudder,SharkEdge,4,0,season,S3,4,1,Xtreme
M0681,2026-06-07,WyvernHover,HellsBrave,2,5,season,S3,3,1,Xtreme
M0682,2026-06-07,HellsChain,WizardArc,4,0,season,S3,3,1,Xtreme
M0683,2026-06-07,KnightMail,PerseusDark,4,1,season,S3,3,1,Xtreme
M0684,2026-06-07,HellsReaper,RhinoReaper,0,4,season,S3,3,1,Xtreme
M0685,2026-06-07,PhoenixWing,LeonCrest,0,4,season,S3,2,1,Xtreme
M0686,2026-06-07,DranBrave,CerberusFlame,4,0,season,S3,2,1,Xtreme
M0687,2026-06-07,ViperTail,GolemRock,4,0,season,S3,2,1,Xtreme
M0688,2026-06-07,WeissTiger,SilverWolf,4,0,season,S3,2,1,Xtreme
M0689,2026-06-07,ScorpioSpear,ImpactDrake,0,6,season,S3,1,1,Xtreme
M0690,2026-06-07,FoxBrush,CobaltDragoon,4,3,season,S3,1,1,Xtreme
M0691,2026-06-07,TuskMammoth,DranSword,4,2,season,S3,1,1,Xtreme
M0692,2026-06-07,SharkScale,ValkyrieVolt,2,4,season,S3,1,1,Xtreme
M0693,2026-06-07,DranBuster,PhoenixRudder,4,2,season,S3,4,2,Xtreme
M0694,2026-06-07,SharkEdge,TyrannoBeat,5,0,season,S3,4,2,Xtreme
M0695,2026-06-07,HellsHammer,DranDagger,2,5,season,S3,4,2,Xtreme
M0696,2026-06-07,LeonClaw,TriceraPress,0,4,season,S3,4,2,Xtreme
M0697,2026-06-07,PerseusDark,HellsReaper,4,0,season,S3,3,2,Xtreme
M0698,2026-06-07,RhinoReaper,WyvernHover,2,4,season,S3,3,2,Xtreme
M0699,2026-06-07,WizardArc,KnightMail,2,4,season,S3,3,2,Xtreme
M0700,2026-06-07,HellsBrave,HellsChain,3,4,season,S3,3,2,Xtreme
M0701,2026-06-07,GolemRock,WeissTiger,1,4,season,S3,2,2,Xtreme
M0702,2026-06-07,SilverWolf,PhoenixWing,4,2,season,S3,2,2,Xtreme
M0703,2026-06-07,CerberusFlame,ViperTail,4,3,season,S3,2,2,Xtreme
M0704,2026-06-07,LeonCrest,DranBrave,2,5,season,S3,2,2,Xtreme
M0705,2026-06-07,DranSword,SharkScale,4,0,season,S3,1,2,Xtreme
M0706,2026-06-07,ValkyrieVolt,ScorpioSpear,1,5,season,S3,1,2,Xtreme
M0707,2026-06-07,CobaltDragoon,TuskMammoth,4,2,season,S3,1,2,Xtreme
M0708,2026-06-07,ImpactDrake,FoxBrush,6,3,season,S3,1,2,Xtreme
M0709,2026-06-07,PhoenixRudder,HellsHammer,0,4,season,S3,4,3,Xtreme
M0710,2026-06-07,DranDagger,LeonClaw,2,4,season,S3,4,3,Xtreme
M0711,2026-06-07,TyrannoBeat,TriceraPress,0,4,season,S3,4,3,Xtreme
M0712,2026-06-07,SharkEdge,DranBuster,1,5,season,S3,4,3,Xtreme
M0713,2026-06-07,HellsReaper,WizardArc,4,2,season,S3,3,3,Xtreme
M0714,2026-06-07,KnightMail,HellsBrave,4,2,season,S3,3,3,Xtreme
M0715,2026-06-07,WyvernHover,HellsChain,0,4,season,S3,3,3,Xtreme
M0716,2026-06-07,RhinoReaper,PerseusDark,4,0,season,S3,3,3,Xtreme
M0717,2026-06-07,WeissTiger,CerberusFlame,1,4,season,S3,2,3,Xtreme
M0718,2026-06-07,ViperTail,LeonCrest,0,4,season,S3,2,3,Xtreme
M0719,2026-06-07,PhoenixWing,DranBrave,2,4,season,S3,2,3,Xtreme
M0720,2026-06-07,SilverWolf,GolemRock,4,2,season,S3,2,3,Xtreme
M0721,2026-06-07,SharkScale,CobaltDragoon,5,0,season,S3,1,3,Xtreme
M0722,2026-06-07,TuskMammoth,ImpactDrake,1,4,season,S3,1,3,Xtreme
M0723,2026-06-07,ScorpioSpear,FoxBrush,0,5,season,S3,1,3,Xtreme
M0724,2026-06-07,ValkyrieVolt,DranSword,5,0,season,S3,1,3,Xtreme
